,id,rating_gap,salary_benefits_gap,training_learning_gap,management_care_gap,culture_fun_gap,overtime_policy,working_days,company_size,like_cleaned,like_topic,Recommend?
10,4,-0.0716155127290028,-1.7331667856293125,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,văn_phòng đẹp . hợp acenture xịn. multiculture luyện . sếp thân_thiện task học_tập hướng_dẫn . tăng_ca không_ý_kiến .,2,Yes
11,4,-2.071615512729003,-1.7331667856293125,-2.960504401617892,-2.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,151-500 employees,môi_trường giờ_giấc linh_hoạt wfh . nội_dung công_việc tốt . profile đẹp. thành_phần bợ_đít . phái tăng_ca cắt_giảm tăng_ca nghỉ cắt_xén thỏa thuận lương đầu. chính_sách cert ồ_ạt . toàn tiến_sỹ giấy_văn hóa_pháp nặng_gogle .,2,No
12,4,-1.0716155127290028,-1.7331667856293125,-0.9605044016178921,-0.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,151-500 employees,phong_dep vuive chín thiên co_nhieu cai_de hoc_hoi co_team tăng_ca co_team tăng_ca it_minh không_ot .,0,Yes
13,4,-1.0716155127290028,-1.7331667856293125,1.039495598382108,-2.8899595527004522,0.9310016654770399,No OT,Monday - Friday,151-500 employees,môi_trường làm_việc tốt thích_hợp trường.,2,Yes
14,4,-1.0716155127290028,-1.7331667856293125,-0.9605044016178921,-0.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,151-500 employees,không_gian làm_việc tốt làm_việc chính_sách . môi_trường tốt tươi hơn.,1,No
15,4,-1.0716155127290028,-1.7331667856293125,-0.9605044016178921,-0.8899595527004522,-2.06899833452296,No OT,Monday - Friday,151-500 employees,không_gian làm_việc tốt phòng đựng thức_ăn nhà_bếp . công_việc phê_duyệt làm_việc phụ_thuộc công_việc chuyến kinh_doanh văn_hóa chéo tiếng_pháp tiếng tiếng .,1,Yes
16,4,-0.0716155127290028,-0.7331667856293125,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,phong_thoang chiếu phong_cảnh đẹp .,0,Yes
17,4,-0.0716155127290028,-1.7331667856293125,-0.9605044016178921,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,văn_phòng đẹp thoáng_mát sạch_sẽ bãi rộng.,0,Yes
18,5,0.9283844872709972,0.2668332143706875,1.039495598382108,0.11004044729954776,0.9310016654770399,No OT,Monday - Friday,1-150 employees,adnovum phần_mềm việt_nam đào_tạo học_sinh phần_mềm kỹ_sư phần_mềm . đường sự_nghiệp dễ_dàng không_nhanh chậm bình_tĩnh . phần_mềm . tình_yêu phần_mềm đào_tạo tình_yêu . hy_vọng sinh_viên việt_nam hungary thụy_sĩ đàn_em làm_việc trở_nên ổn_định thích_nghi tự_tin ngành công_nghiệp . tiền_lương adnovum may_mắn adnovum làm_việc không_quan_tâm lương không_trả năng_lực bạn. lương tốt tiền. làm_việc linh_hoạt trực_tuyến địa_điểm chẳng_hạn làm_việc nhà.,1,Yes
19,5,-0.0716155127290028,0.2668332143706875,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,tốt dự_án thú_vị đường_dẫn . văn_phâm đan trang_thiết_bị đầy_đủ v_đo không_quá tăng_ca ngoại_trừ tình_huống nguy_cấp lương .,2,Yes
20,5,-0.0716155127290028,-0.7331667856293125,-0.9605044016178921,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,văn_phòng rộng_rãi thoáng mát. sếp sự_nghiệp tâm_tư . chế_độ minh_bạch . làm_việc không_gò_bó không_nhiều áp_lực . chi_trả tiền.,2,Yes
21,5,0.9283844872709972,1.2668332143706875,1.039495598382108,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,lương đãi_ngộ chế_độ tốt đồng_nghiệp thân_thiện nghỉ lương đầy_đủ luật .,2,Yes
22,5,-0.0716155127290028,0.2668332143706875,-0.9605044016178921,1.1100404472995478,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,làm_việc thị trấn bãi rộng_rãi chỗ trưa làm_việc đồng_nghiệp nước_ngoài cải_thiện tiếng . lương khác. thân_thiện sẵn_sàng giúp_đỡ traing tiếng technical . thời giàn làm_việc thoải_mái trễ miễn_là hoàn_thành công_việc giao. sếp chu_đáo lắng_nghe fedback cải_thiện . không_bắt_buộc . tăng_ca lương .,0,Yes
23,5,0.9283844872709972,-0.7331667856293125,1.039495598382108,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,văn_phòng không_gian đẹp ấm_cúng bàn làm_việc rộng_rãi . thích đồng_nghiệp đẹp nice_sếp phát_triển nhân_viên. học phát_triển . lớp tiếng thầy nước_ngoài ý_kiến đóng_góp đề_xuất ý_kiến đề_xuất lệnh cấm xét_duyệt định_kỳ phân_tích thu_thập thông_tin ý_muốn đông quyết_định áp_dụng ý_kiến . cơ_sở tri_thức rộng_lớn hệ_thống confluence kiến_thức chuẩn giúp học phát_triển nắm_bắt dự_án tốt hơn. vui_chơi bàn_bida máy trò bóng bàn gối_lười đọc sách . ăn_uống cà_phê sữa gói . đội . làm_việc linh_động tăng_ca .,0,Yes
24,6,0.9283844872709972,0.2668332143706875,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,chính_sách wfh môi_trường active flexible đa_phần không_ot sếp duyệt nhật tăng_ca .,2,Yes
25,6,-1.0716155127290028,-0.7331667856293125,-0.9605044016178921,-1.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,151-500 employees,cho_phép wfh flexible làm_việc không_khuyến_khích tăng_ca công_việc không_đồ tăng_ca chính_sách tăng_ca .,2,Yes
26,6,-1.0716155127290028,-1.7331667856293125,-0.9605044016178921,-0.8899595527004522,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,anh_em đồng_nghiệp vui_vẻ tùy dept chì tốt nâng_đỡ . tùy dept . không_ở đội chưa_phải tăng_ca . giờ_giấc thoải_mái chế_độ công .,2,Yes
27,6,-0.0716155127290028,0.2668332143706875,0.03949559838210792,-0.8899595527004522,0.9310016654770399,No OT,Monday - Friday,151-500 employees,môi_trường trẻ . đồng_nghiệp thân_thiện nhiệt_tình . phúc_lợi tốt. tăng_ca trừ trường_hợp đột_xuất sửa gấp.,2,Yes
28,6,-0.0716155127290028,-0.7331667856293125,-0.9605044016178921,-0.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,151-500 employees,công_việc học_hỏi không_thường_xuyên chấp_nhận được. tăng_ca tùy .,2,Yes
29,6,-0.0716155127290028,-0.7331667856293125,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,đội vui_vẻ đồng_nghiệp . sếp mentor dễ_tính. mentor anh_chị đội . . mảng . . . không_bị bắt .,2,Yes
30,6,0.9283844872709972,1.2668332143706875,1.039495598382108,1.1100404472995478,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,học_tập phát_triển ahamove tốt địa . . đánh giá một_chút chính_sách học_tập phát_triển ahamove tổ_chức học traing . học mà_còn cập_nhật xu_hướng . khóa_học cực_kì bổ_ích công_việc tiền đầu_tư học . đừng nhanh_trí đề_xuất học . thích chính_sách á. không_nghĩ nước_ngoài học_tập . ahamove biến thành . sếp nước_ngoài phát_triển học_hỏi kinh_nghiệm . dịch chương_trình ảnh_hưởng quý_dị . đành học khóa okiela. môi_trường flexible cực_kỳ năng_động siêu sáng_tạo làm_việc môi_trường trẻ trung_năng_động anh_chị trẻ lứa tuổi. giúp dễ_dàng giao_tiếp học kinh_nghiệm đồng_nghiệp hơn. sáng_tạo công_nghệ_phần_mềm ưu_việt hơn. cực_kỳ thích tôn_trọng trao_quyền hầu_như chì projects thể_hiện năng_lực học_hỏi phát_triển chuyên_môn . tự_hào làm_việc công_nghệ thực hiện vienam đầu ngành thi_trường việt_nam . chính_sách học_tập phát_triển tốt .,1,Yes
31,6,-0.0716155127290028,-0.7331667856293125,0.03949559838210792,1.1100404472995478,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,môi_trường trẻ năng_động ý_tưởng sáng_tạo dám thay_đổi. khối tech data máy macbok thinkpad laptop. chưa_phải tăng_ca chế_độ luật.,0,Yes
32,6,-0.0716155127290028,0.2668332143706875,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,151-500 employees,môi_trường chuyên_nghiệp cởi_mở . công_nghệ người_thân_thiện sếp .,2,Yes
33,6,-0.0716155127290028,0.2668332143706875,-0.9605044016178921,-0.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,151-500 employees,trẻ làm_việc môi_trường năng_động trau_dồi kỹ_năng nghiệp_vụ công_việc hàng dịch .,1,Yes
34,6,-2.071615512729003,-2.7331667856293125,-0.9605044016178921,-2.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,151-500 employees,hệ_thống data sql tốt đội tech giỏi tự_hào tăng_ca giá xét target .,0,No
35,6,-0.0716155127290028,0.2668332143706875,1.039495598382108,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,151-500 employees,văn_phòng đẹp đồng_nghiệp thân_thiện sếp gogle tăng_ca tạm ful .,2,Yes
36,10,-0.0716155127290028,0.2668332143706875,-0.9605044016178921,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,đa_phần trình . wfh tuần chiều lắng_nghe chiều ok_suport . dự_án tech hơi_cũ học_hỏi thứ.,2,Yes
37,10,-0.0716155127290028,0.2668332143706875,0.03949559838210792,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,hướng_dẫn kỹ. tuần wfh nghỉ tết wfh tết thuận_tiện quê. lương tạm thưởng dự_án khách_hàng hơi_keo hơi_mệt ổn. dự_án gấp tiền .,2,Yes
38,10,-0.0716155127290028,0.2668332143706875,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,wfh tuần đồng_nghiệp đa_số hòa đồng không_chia_bè kéo cánh_thưởng không_ot .,2,Yes
39,10,0.9283844872709972,-0.7331667856293125,-0.9605044016178921,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,viết đánh giá wfh tuần đồng_nghiệp đa_số hòa đồng không_chia_bè kéo cánh linh_hoạt_thích hặc_h văn_phòng cực xịn không_thiếu_gì chỗ lãnh_đạo chiều không_quan_tâm lương_thực tập . thưởng năng_lực không_bị . tăng_ca lương aprove .,0,Yes
40,10,-0.0716155127290028,0.2668332143706875,0.03949559838210792,0.11004044729954776,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,làm_việc linh_động trễ . tuần phép làm_việc ngày. lớp_học tiếng nhật . đồng_nghiệp . đa_số hết_mình . chế_độ thuế bhxh bhyt đóng đầy_đủ quy_định . chi_trả tăng_ca đầy_đủ luật đăng_ký tăng_ca công_việc thêm.,2,Yes
41,10,-0.0716155127290028,-0.7331667856293125,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,sếp tốt đồng_nghiệp cởi_mở . học tiếng nhật . làm_việc . tăng_ca tiền tăng_ca . môi_trường tốt kinh_nghiệm. tăng_ca tiền tăng_ca đầy_đủ luật.,2,Yes
42,10,-0.0716155127290028,0.2668332143706875,-0.9605044016178921,-2.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,công việcdự_án đa_phần vb mạng lưới java php python swift mảng nghiệp_vụ ngành_nghề dự_án công_nghệ framework hầu_như outsource nhật dự_án công_nghệ tinh_leng xà_ben đi_nhật làm_việc năng_lực lượt. nhật_dự hội_nghị lượt. nhân_sự dự_án tối_thiểu dự_án dự_án máy_tính toàn chưa_nâng_cấp ofice ofice cực_kỳ bất_tiện tập tập không_đồng_bộ khách_hàng khách_hàng ofice danh_sách cấm software lậu phép luồng khó_khăn. lương thưởng phúc_lợithử đầu lương đầu hơi_thấp dựa kết_quả phỏng_vấn không_cao châu_âu phấn_đấu năng_lực tốt lương phấn_đấu tiền hiếu_hỷ sinh_nhật phép lễ_lộc thưởng phụ_cấp phụ_cấp phụ_cấp đi_lại gửi tiếng nhật chức_vụ trở thưởng đợt đợt thưởng lương cơ_bản dựa chuyên chăm_chỉ năng_lực đóng_góp . thưởng đầu lương dựa chiều sếp tổng xét_duyệt hài_lòng. môi trườngcông tùy dự_án khách_hàng tính_chất gấp tăng_ca không_ot lỗi lương_ot công_việc nộp giấy tăng_ca quyền_lợi kiên_quyết ăn_chơi ăn_vặt không_lo đói tổ_chức du_lịch giao_tiếp thành_viên dự_án không_nhiều đa_phần công_việc hướng_dẫn anh_chị nhiệt_tình không_thời_gian làm_việc linh_động trễ tiếng chỗ gửi cơ_bản hiếm tòa gửi gửi tốn_kém bức_xúc không_take riết quen_thân lo. đồng_nghiệp đa_số đồng_nghiệp hiền_lành thân_thiện thông_minh sâu_rộng may_mắn học_hỏi thứ. đồng_nghiệp dự_án giao_tiếp . sếp_sếp sếp sếp tốt giỏi tài_năng hội_tụ yếu_tố không_đủ khả_năng sếp sếp nhân_tố quyết_định phán_đoán cải_thiện đội sếp đi_nữa không_ảnh_hưởng lắm control . khả_năng thăng_tiến trẻ chiều giám đốc thống_kê chất_lượng kpi số_lượng nghệ dự_án chưa_được trải_nghiệm dự_án bình_thường không_bug_quả hạn_chế cải_thiện màn_hình tầm . tiêu_chí quyết_định không_các tiêu_chí năng_lực hiệu_quả đánh giá báo_cáo traing nhiệt_tình trách_nhiệm hệ_thống quản lýcông_ty hệ_thống lương thông_tin nội_bộ lương_bổng bảng lương huyện. hệ_thống công_việc thiếu_chuyên_nghiệp. kỹ_thuật dự_án. bộ_phận nhân_sựvề bộ_phận nhân_sự quản trị viên không_hài_lòng mãi không_cấp thẻ hồn thẻ trắng tinh_bảng lương toàn trễ đề_cập tiền_bạc lãng_quên. không_quan_tâm đời_sống tinh_thần cơ_sở vật_chất . bộ_phận oải . thắc_mắc khiếu_nại đề_xuất cải_thiện đi_nữa không_thấy đả_động có_lẽ cải_thiện học_hỏi suy_nghĩ lợi . hoạt_độngteambuilding nhật tiền dự_án kết_thúc họa_may du_lịch kinh_phí eo_hẹp . sang_trọng thường_ngày xa_xưa hoạt_động ý_nghĩa hoạt_động . ăn_mừng sinh_thần sếp . cơ_sở_vật chấtnói cơ_sở vật_chất hoải ghế chưa_thay . ghế ghế gãy. khóa ít_ỏi cặp toàn vứt sàn sàn hành_lang. sàn trải thảm chưa_vệ_sinh đừng cộng duy_nhất trang_bị máy xách wfh tuần wfh. chung_kết giỏi . kiên_quyết tinh_ý quyền_lợi được. năng_lực thăng_tiến sếp quản trị viên quên sống tiếp nôm_na người. tăng_ca giấy tăng_ca không_kiên_quyết chiều tăng_ca thiệt_thòi.,0,Yes
43,10,-3.071615512729003,-0.7331667856293125,-2.960504401617892,-0.8899595527004522,-2.06899833452296,No OT,Monday - Friday,1-150 employees,anh_chị đồng_nghiệp vui_vẻ hòa đồng giúp_đỡ rất. thưởng lương .,2,No
44,10,-0.0716155127290028,-0.7331667856293125,-0.9605044016178921,-1.8899595527004522,-2.06899833452296,No OT,Monday - Friday,1-150 employees,làm_việc nhật dạy tiếng nhật tăng_ca tăng_ca tiền . .,2,Yes
45,10,-1.0716155127290028,-0.7331667856293125,-0.9605044016178921,-0.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,sếp thân_thiện giúp_đỡ lẫn . tăng_ca đăng_ký tiền bình_thường tôm ot.,2,Yes
46,10,-1.0716155127290028,-0.7331667856293125,-1.960504401617892,-1.8899595527004522,-2.06899833452296,No OT,Monday - Friday,1-150 employees,làm_việc linh_hoạt lương_thưởng tương_đối tốt. tăng_ca tăng_ca đầy_đủ có.,2,Yes
47,10,-1.0716155127290028,-0.7331667856293125,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,giờ_giấc làm_việc thoải_mái không_cố_định làm. thân_thiện nhiệt_tình tăng_ca rõ_ràng lương tăng_ca .,2,No
48,10,-1.0716155127290028,-0.7331667856293125,-0.9605044016178921,-1.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,giờ_giấc thoải_mái văn_phòng tạm lớp_học tiếng nhật_văn hóa thân_thiện thoải_mái khách_hàng dễ_thương tăng_ca sếp thoải_mái tăng_ca miễn_là hiệu_suất làm_việc tốt.,2,Yes
49,10,0.9283844872709972,0.2668332143706875,-1.960504401617892,0.11004044729954776,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,lương chế_độ tài tốt lương năng_lực ổn. sếp năng_lực yên_tâm . môi_trường học_tập tốt. thưởng .,2,Yes
50,10,-1.0716155127290028,-0.7331667856293125,-0.9605044016178921,-1.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,giờ_giấc làm_việc thoải_mái . trung_tâm thuận_tiện .,2,Yes
51,10,-1.0716155127290028,-0.7331667856293125,0.03949559838210792,-0.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,phòng làm_việc thoải_mái giờ_giấc . chế_độ tương_đối tặng xứng_đáng công_sức ra.,2,Yes
52,10,0.9283844872709972,1.2668332143706875,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,thân_thiện lương cao_traning tốt. dự_án nhật. uy_tín gắn_bó lâu.,2,Yes
53,12,-0.0716155127290028,-0.7331667856293125,1.039495598382108,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,mentor tốt traing học bơi dạy tận_tình làm_việc thoải_mái wfh tuần vị trí làm_việc linh_động thường_xuyên tăng_ca tăng_ca tiền .,0,Yes
54,12,0.9283844872709972,0.2668332143706875,0.03949559838210792,-0.8899595527004522,0.9310016654770399,No OT,Monday - Friday,1-150 employees,máy công_việc đáp_ứng cần_thiết công_việc môi_trường làm_việc tốt. chì tốt dự_án ưu tăng_ca tốt. hài_lòng .,1,Yes
55,12,0.9283844872709972,1.2668332143706875,0.03949559838210792,0.11004044729954776,-2.06899833452296,No OT,Monday - Friday,1-150 employees,môi_trường trẻ trung_năng_động sếp thân_thiện . thể_hiện . phát_triển thử_thách mới. ot. lương tăng_ca quy_ngày .,2,Yes
56,12,0.9283844872709972,0.2668332143706875,1.039495598382108,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,văn_phòng thoải_mái máy xách làm_việc lương tăng_ca .,0,Yes
57,12,-0.0716155127290028,0.2668332143706875,-0.9605044016178921,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,môi_trường vui_vẻ thoải_mái vui_tính kinh_nghiệm hấp_thu tương_đối thoải_mái ăn_mặc giờ_giấc miễn_sao làm_việc hiệu_quả form nhật đầy_đủ .,2,Yes
58,13,0.9283844872709972,1.2668332143706875,1.039495598382108,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,lương tốt hiệu_suất . đóng_góp andpad việt_nam tốt tiến đường sự_nghiệp hơn. môi_trường làm_việc . làm_việc kỹ_sư cao_cấp học tuyệt_vời mới. làm_việc linh_hoạt công_việc lai. làm_việc văn_phòng tuần tuần tháng. andpad ủng_hộ . làm_việc giờ.,1,Yes
59,13,0.9283844872709972,1.2668332143706875,-0.9605044016178921,0.11004044729954776,0.9310016654770399,No OT,Monday - Friday,1-150 employees,cơ_sở tuyệt_vời công_việc bạn. thể_hiện quyền_sở_hữu mạnh_mẽ môi_trường làm_việc hài_hòa . linh_hoạt mô_hình làm_việc lợi_thế . không_yêu_cầu giờ. trách_nhiệm nhiệm_vụ tôn_trọng quyền_sở_hữu công_việc bạn.,1,Yes
60,13,0.9283844872709972,1.2668332143706875,1.039495598382108,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,technical fluter . nhật sếp tiếng ghi_nhận năng_lực hầu_như tăng_ca hybrid tg thoải_mái.,2,Yes
61,13,0.9283844872709972,0.2668332143706875,1.039495598382108,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,thiết_bị làm_việc tốt quy_trình làm_việc linh_động đem thoải_mái thoải_mái . đồng_nghiệp thân_thiện giúp_đỡ lẫn nhau. sếp vui_vẻ tôn_trọng ý_kiến . wfh tuần ngày. tốt . . công_việc .,2,Yes
62,13,0.9283844872709972,0.2668332143706875,-0.9605044016178921,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,năng_động chuyên_môn nhiệt_tình không_ot thoải_mái công_việc không_bị .,2,Yes
63,13,0.9283844872709972,1.2668332143706875,0.03949559838210792,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,trang_bị toàn_bộ đời_mới monitor_inch bàn . chế_độ làm_việc hybrid xôi tuần tùy . ofice . sếp vui_vẻ tôn_trọng ghi_nhận ý_kiến đóng_góp . sếp sắp_xếp tham_gia hoạt_động fotbal quà . chị_em. đồng_nghiệp vui_vẻ . đóng bảo_hiểm lương gỉai thích chi_tiết labour_contract benefit . thẻ bảo_hiểm bảo_việt thử việc. nghỉ lịch nhật . đội quà bánh_trung_thu tiệc . công chuyến khám sức khỏe . product . nhật hiện_đại .,0,Yes
64,13,0.9283844872709972,1.2668332143706875,0.03949559838210792,1.1100404472995478,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,macbok màn_hình cổng kết_nối thiết_bị điện_thoại . làm_việc. công . được. miễn_là hoàn_thành tốt công_việc giao. văn_phòng thoáng mát thoải_mái . tầng tầng dạng frelance thoải_mái. được. xinh_tươi tầng . máy quán cà phê . hoạt_động bóng hàng tuần. không_bắt giờ. .,0,Yes
65,13,0.9283844872709972,1.2668332143706875,1.039495598382108,0.11004044729954776,0.9310016654770399,No OT,Monday - Friday,1-150 employees,máy xách . công tuần. thích không_thì . giờ_giấc . văn_phòng dreamplex trần_quang khải_thoáng mát . tầng kiểu . tầng thoải_mái nằm sàn được. tăng_ca không_bắt giờ. tùy thích.,0,Yes
66,13,-0.0716155127290028,0.2668332143706875,0.03949559838210792,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,văn_phòng đẹp thành viên trẻ_trung . tốt tăng_ca tăng_ca lương chính_sách .,2,Yes
67,13,0.9283844872709972,0.2668332143706875,-1.960504401617892,0.11004044729954776,-0.06899833452296011,No OT,Monday - Friday,1-150 employees,bãi đậu . thành viên trang_bị macbok máy xách viền mỏng. rộng_rãi thoáng mát trẻ vui_tính . chưa_ot chưa_biết chế_độ tăng_ca lắm. đánh giá sau.,0,Yes
68,21,-0.0716155127290028,-0.7331667856293125,0.03949559838210792,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,leaders thân_thiện vui_vẻ . công_việc không_quá áp_lực tăng_ca tiền đầy_đủ tăng_ca đầy_đủ yêu cầu chì .,2,Yes
69,21,-1.0716155127290028,-0.7331667856293125,-0.9605044016178921,-0.8899595527004522,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,đồng_nghiệp thân_thiện chỗ chế_độ ổn.,2,Yes
70,21,-1.0716155127290028,0.2668332143706875,-0.9605044016178921,0.11004044729954776,-1.0689983345229601,No OT,Monday - Friday,1-150 employees,môi_trường làm_việc thoải_mái học_hỏi tăng_ca tăng_ca quy_đổi nghỉ tiền.,2,Yes
71,21,0.9283844872709972,1.2668332143706875,1.039495598382108,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,môi_trường làm_việc thoải_mái sếp tốt . môi_trường làm_việc thoải_mái học_hỏi nhiều.,2,Yes
72,21,-0.0716155127290028,0.2668332143706875,-0.9605044016178921,1.1100404472995478,0.9310016654770399,No OT,Monday - Friday,1-150 employees,máy xịn_mạng không_bị khối văn_hóa sếp tốt tăng_ca tiền không_ot chỉ_số dự_án .,2,Yes
73,21,-2.071615512729003,-1.7331667856293125,-2.960504401617892,-2.8899595527004522,-3.06899833452296,No OT,Monday - Friday,1-150 employees,văn_phòng đẹp thức uống thức gói tăng_ca đồng_nghiệp tốt_bụng tăng_ca tăng_ca phụ_cấp .,0,No
